position,int
4340.0,0.5041529999999999
4101.3,0.3051369999999999
3969.653333,0.2091659999999999
3888.64,0.154004
3834.981818,0.115759
3797.5,0.087604
3770.235897,0.0670049999999999
3749.76,0.0519739999999999
3733.978182,0.040952
3721.55,0.032759
3711.58371,0.026587
3703.466667,0.02185
3696.766316,0.018169
3691.17,0.0152669999999999
3686.447059,0.0129599999999999
3682.424242,0.011084
3678.969336,0.009558
3675.98,0.008299
3673.376,0.0072519999999999
3671.093706,0.006374
3669.082126,0.0016329999999999
3667.3,0.001003
3665.713655,0.0044619999999999
3664.295385,0.0039979999999999
3663.022222,0.0035959999999999
3661.875,0.003245
3660.837618,0.0029399999999999
3659.896471,0.002671
3659.04,0.002434
3658.258333,0.0022239999999999
3657.542998,0.0020379999999999
3656.886687,0.001872
3656.283077,0.001724
3655.726667,0.00159
3655.212657,0.001471
3654.736842,0.001363
3654.295528,0.001265
3653.885455,0.001177
3653.50374,0.001096
3653.147826,0.001023
3652.815438,0.000956
3652.504545,0.0008949999999999
3652.213333,0.000839
3651.940174,0.000787
3651.683605,0.0007399999999999
3651.442308,0.000696
3650.682477,0.0006961848
3650.468303,0.0006960774999999
3650.26616,0.0006959763
3650.075164,0.0006958806
3649.894509,0.0006957902
3649.723461,0.0006957044999999
3649.561352,0.0006956233
3649.407569,0.0006955463
3649.26155,0.0006954732
3649.122783,0.0006954036999999
3648.990793,0.0006953377
3648.865148,0.0006952746999999
3648.745446,0.0006952148
3648.631318,0.0006951576999999
3648.522424,0.0006951032
3648.418448,0.0006950510999999
3648.319099,0.0006950014
3648.224105,0.0006949537999999
3648.133216,0.0006949083
3648.046199,0.0006948647
3647.962836,0.000694823
3647.882926,0.000694783
3647.806281,0.0006947445999999
3647.732725,0.0006947077999999
3647.662095,0.0006946724999999
3647.594237,0.0006946384999999
3647.529007,0.0006946058
3647.466273,0.0006945744
3647.405908,0.0006945442
3647.347794,0.0006945150999999
3647.291821,0.0006944870999999
3647.237885,0.0006944600999999
3647.185888,0.0006944340999999
3647.135739,0.000694409
3647.08735,0.0006943847999999
3647.040641,0.0006943614
3646.995535,0.0006943388
3646.951958,0.0006943169999999
3646.909843,0.0006942959
3646.869125,0.0006942755
3646.829742,0.0006942558
3646.791638,0.0006942368
3646.754757,0.0006942183
3646.719048,0.0006942003999999
3646.684461,0.0006941831
3646.65095,0.0006941664
3646.61847,0.0006941500999999
3646.58698,0.0006941343
3646.55644,0.0006941191
3646.526812,0.0006941042
3646.498061,0.0006940898
3646.470151,0.0006940759
3646.443051,0.0006940622999999
3646.416729,0.0006940491
3646.391155,0.0006940362999999
3646.366303,0.0006940238999999
3646.342144,0.0006940117999999
3646.318654,0.0006939999999999
3646.295807,0.0006939885999999
3646.273581,0.0006939774999999
3646.251954,0.0006939666999999
3646.230903,0.0006939560999999
3646.210409,0.0006939459
3646.190452,0.0006939359
3646.171013,0.0006939262
3646.152076,0.0006939166999999
3646.133622,0.0006939074
3646.115635,0.0006938984
3646.0981,0.0006938896999999
3646.081002,0.0006938810999999
3646.064326,0.0006938727999999
3646.048059,0.0006938645999999
3646.032187,0.0006938566999999
3646.016697,0.0006938489
3646.001578,0.0006938413999999
3645.986818,0.000693834
3645.972405,0.0006938267999999
3645.958328,0.0006938196999999
3645.944578,0.0006938127999999
3645.931144,0.0006938060999999
3645.918017,0.0006937995
3645.905186,0.0006937930999999
3645.892645,0.0006937869
3645.880383,0.0006937806999999
3645.868392,0.0006937747
3645.856666,0.0006937688
3645.845195,0.0006937631
3645.833972,0.0006937574999999
3645.822991,0.0006937519999999
3645.812245,0.0006937465999999
3645.801727,0.0006937414
3645.79143,0.0006937361999999
3645.781348,0.0006937312
3645.771476,0.0006937262
3645.761807,0.0006937214
3645.752336,0.0006937166
3645.743058,0.0006937119999999
3645.733968,0.0006937074
3645.72506,0.000693703
3645.716329,0.0006936985999999
3645.707772,0.0006936943
3645.699382,0.0006936900999999
3645.691157,0.000693686
3645.683092,0.000693682
3645.675182,0.0006936779999999
3645.667424,0.0006936740999999
3645.659814,0.0006936702999999
3645.652347,0.0006936666
3645.645021,0.0006936629
3645.637833,0.0006936593
3645.630777,0.0006936558
3645.623852,0.0006936523
3645.617054,0.0006936489
3645.610381,0.0006936455999999
3645.603828,0.0006936422999999
3645.597393,0.0006936391
3645.591073,0.0006936359
3645.584866,0.0006936327999999
3645.578769,0.0006936298
3645.572779,0.0006936267999999
3645.566894,0.0006936238
3645.561112,0.0006936209
3645.555429,0.0006936181
3645.549844,0.0006936152999999
3645.544354,0.0006936126
3645.538958,0.0006936098999999
3645.533653,0.0006936072
3645.528438,0.0006936046
3645.523309,0.0006936019999999
3645.518266,0.0006935994999999
3645.513306,0.000693597
3645.508427,0.0006935945999999
3645.503629,0.0006935922
3645.498908,0.0006935898
3645.494264,0.0006935875
3645.489694,0.0006935851999999
3645.485198,0.000693583
3645.480773,0.0006935806999999
3645.476418,0.0006935786
3645.472132,0.0006935764
3645.467913,0.0006935742999999
3645.46376,0.0006935722
3645.459671,0.0006935701999999
3645.455645,0.0006935682
3645.451681,0.0006935662
3645.447778,0.0006935641999999
3645.443934,0.0006935622999999
3645.440147,0.0006935603999999
3645.436418,0.0006935586
3645.432745,0.0006935567
3645.429126,0.0006935548999999
3645.425561,0.0006935531
3645.422049,0.0006935513999999
3645.418588,0.0006935496
3645.415178,0.0006935478999999
3645.411817,0.0006935462
3645.408505,0.0006935446
3645.40524,0.000693543
3645.402022,0.0006935412999999
3645.39885,0.0006935398
3645.395723,0.0006935382
3645.39264,0.0006935366
3645.389601,0.0006935351
3645.386604,0.0006935335999999
3645.383649,0.0006935320999999
3645.380734,0.0006935306999999
3645.37786,0.0006935293
3645.375026,0.0006935278
3645.37223,0.0006935264
3645.369472,0.0006935250999999
3645.366751,0.0006935236999999
3645.364068,0.0006935224
3645.36142,0.000693521
3645.358807,0.0006935196999999
3645.35623,0.0006935183999999
3645.353686,0.0006935172
3645.351176,0.0006935159
3645.348699,0.0006935147
3645.346255,0.0006935134
3645.343842,0.0006935122
3645.341461,0.0006935109999999
3645.33911,0.0006935099
3645.336789,0.0006935087
3645.334498,0.0006935075999999
3645.332237,0.0006935064
3645.330004,0.0006935052999999
3645.327799,0.0006935042
3645.325622,0.0006935030999999
3645.323472,0.000693502
3645.321349,0.000693501
3645.319252,0.0006934998999999
3645.317182,0.0006934988999999
3645.315137,0.0006934979
3645.313117,0.0006934969
3645.311121,0.0006934959
3645.30915,0.0006934948999999
3645.307203,0.0006934938999999
3645.305279,0.0006934928999999
3645.303379,0.0006934919999999
3645.301501,0.0006934909999999
3645.299646,0.0006934900999999
3645.297812,0.0006934892
3645.296001,0.0006934883
3645.29421,0.0006934874
3645.292441,0.0006934864999999
3645.290693,0.0006934855999999
3645.288964,0.0006934848
3645.287256,0.0006934839
3645.285568,0.0006934830999999
3645.283899,0.0006934822
3645.282249,0.0006934814
3645.280618,0.0006934806
3645.279006,0.0006934798
3645.277412,0.0006934789999999
3645.275836,0.0006934782
3645.274277,0.0006934773999999
3645.272737,0.0006934766999999
3645.271213,0.0006934759
3645.269706,0.0006934750999999
3645.268216,0.0006934744
3645.266743,0.0006934737
3645.265286,0.0006934728999999
3645.263844,0.0006934721999999
3645.262419,0.0006934715
3645.261009,0.0006934708
3645.259614,0.0006934700999999
3645.258235,0.0006934693999999
3645.25687,0.0006934686999999
3645.25552,0.000693468
3645.254184,0.0006934674
3645.252863,0.0006934667
3645.251555,0.0006934661
3645.250262,0.0006934654
3645.248982,0.0006934648
3645.247715,0.0006934641
3645.246462,0.0006934635
3645.245222,0.0006934629
3645.243995,0.0006934623
3645.24278,0.0006934616999999
3645.241578,0.0006934610999999
3645.240389,0.0006934604999999
3645.239211,0.0006934598999999
3645.238046,0.0006934593
3645.236892,0.0006934587
3645.235751,0.0006934581
3645.23462,0.0006934575999999
3645.233502,0.0006934569999999
3645.232394,0.0006934565
3645.231297,0.0006934559
3645.230212,0.0006934553999999
3645.229137,0.0006934547999999
3645.228073,0.0006934543
3645.22702,0.0006934537999999
3645.225976,0.0006934533
3645.224943,0.0006934527
3645.223921,0.0006934521999999
3645.222908,0.0006934517
3645.221905,0.0006934512
3645.220912,0.0006934506999999
3645.219928,0.0006934502
3645.218954,0.0006934496999999
3645.217989,0.0006934492999999
3645.217033,0.0006934487999999
3645.216087,0.0006934483
3645.215149,0.0006934477999999
3645.214221,0.0006934473999999
3645.213301,0.0006934469
3645.21239,0.0006934464999999
3645.211487,0.000693446
3645.210593,0.0006934455999999
3645.209707,0.0006934451
3645.208829,0.0006934447
3645.20796,0.0006934442
3645.207098,0.0006934438
3645.206245,0.0006934434
3645.205399,0.0006934429999999
3645.204562,0.0006934425
3645.203731,0.0006934420999999
3645.202909,0.0006934416999999
3645.202093,0.0006934413
3645.201286,0.0006934409
3645.200485,0.0006934404999999
3645.199692,0.0006934400999999
3645.198906,0.0006934397
3645.198126,0.0006934393
3645.197354,0.0006934388999999
3645.196589,0.0006934384999999
3645.19583,0.0006934381999999
3645.195078,0.0006934378
3645.194333,0.0006934374
3645.193594,0.0006934371
3645.192862,0.0006934366999999
3645.192136,0.0006934362999999
3645.191417,0.0006934359999999
3645.190703,0.0006934356
3645.189996,0.0006934353
3645.189295,0.0006934349
3645.1886,0.0006934346
3645.187911,0.0006934342
3645.187228,0.0006934339
3645.186551,0.0006934334999999
3645.185879,0.0006934331999999
3645.185214,0.0006934328999999
3645.184553,0.0006934324999999
3645.183899,0.0006934321999999
3645.18325,0.0006934318999999
3645.182606,0.0006934315999999
3645.181968,0.0006934311999999
3645.181335,0.0006934308999999
3645.180707,0.0006934305999999
3645.180085,0.0006934302999999
3645.179468,0.0006934299999999
3645.178855,0.0006934296999999
3645.178248,0.0006934293999999
3645.177646,0.0006934291
3645.177049,0.0006934288
3645.176456,0.0006934285
3645.175869,0.0006934282
3645.175286,0.0006934279
3645.174708,0.0006934276
3645.174135,0.0006934273
3645.173566,0.000693427
3645.173002,0.0006934267
3645.172442,0.0006934264999999
3645.171887,0.0006934261999999
3645.171336,0.0006934258999999
3645.170789,0.0006934256
3645.170247,0.0006934254
3645.169709,0.0006934251
3645.169176,0.0006934248
3645.168647,0.0006934245999999
3645.168121,0.0006934242999999
3645.1676,0.0006934239999999
3645.167083,0.0006934238
3645.16657,0.0006934235
3645.166061,0.0006934232999999
3645.165556,0.0006934229999999
3645.165055,0.0006934228
3645.164558,0.0006934225
3645.164064,0.0006934222999999
3645.163574,0.0006934219999999
3645.163088,0.0006934218
3645.162606,0.0006934215
3645.162127,0.0006934213
3645.161652,0.0006934210999999
3645.161181,0.0006934207999999
3645.160713,0.0006934206
3645.160249,0.0006934203999999
3645.159788,0.0006934200999999
3645.159331,0.0006934199
