RAJ2000,DEJ2000,Plate,Fiber,MJD,iMAG,logLbol,e_logLbol,logLBHb,e_logLBHb,W_BHb_,e_W_BHb_,EWBHb,e_EWBHb,SN_Hb_,logBH,e_logBH,logEdd
216.10086,59.88348,789,507,52342,-23.56,45.469,0.013,42.33,0.06,5827.6,326.6,31.7,5.9,39.75,8.69,0.05,-1.32
216.1458,21.70222,2787,171,54552,-22.62,45.103,0.008,42.06,0.05,5232.1,259.1,41.1,5.8,15.02,8.42,0.04,-1.41
216.18987,49.38834,1672,619,53460,-23.05,45.064,0.003,42.2,0.05,2299.4,366.7,60.0,5.7,23.57,7.68,0.14,-0.72
216.21803,4.78433,584,547,52049,-22.87,45.239,0.009,42.23,0.04,7431.7,586.4,43.5,4.5,16.98,8.79,0.07,-1.65
216.34325,8.05753,1811,15,53533,-23.74,45.495,0.001,42.85,0.01,6431.5,300.5,97.5,2.1,34.12,8.79,0.04,-1.4
216.5555,19.92353,2773,640,54533,-24.04,45.531,0.017,42.87,0.06,2701.0,181.3,93.7,13.0,34.82,8.06,0.06,-0.62
216.5596,27.4989,2134,268,53876,-22.59,45.254,0.005,42.31,0.03,4318.6,251.5,49.8,4.9,19.27,8.32,0.05,-1.17
216.66943,32.19776,1841,317,53491,-22.41,45.004,0.004,42.3,0.06,2126.7,692.5,89.1,11.0,17.1,7.58,0.28,-0.68
216.70325,0.88979,305,550,51613,-23.16,45.282,0.002,42.4,0.02,4648.7,352.3,61.9,2.9,29.56,8.4,0.07,-1.22
216.81285,23.48639,2132,155,53493,-23.16,45.397,0.003,42.32,0.11,1624.2,810.8,36.6,7.2,23.65,7.55,0.43,-0.25
216.85437,19.83117,2774,430,54534,-23.92,45.637,0.005,42.86,0.05,7349.7,631.0,70.3,7.6,49.2,8.98,0.07,-1.44
216.95119,5.03946,585,368,52027,-22.88,45.26,0.008,42.22,0.04,2603.1,304.3,39.3,4.1,41.68,7.89,0.1,-0.73
216.95543,38.10492,1381,501,53089,-23.43,45.38,0.002,42.77,0.02,1986.7,102.7,109.9,4.0,26.18,7.71,0.04,-0.43
217.14192,21.50397,2788,395,54553,-23.52,45.323,0.003,42.76,0.01,4208.1,409.8,120.5,4.7,31.03,8.34,0.08,-1.11
217.37637,25.09153,2131,15,53819,-22.28,44.874,0.003,41.88,0.02,5302.9,339.7,48.3,2.5,21.08,8.31,0.06,-1.54
217.39238,44.79693,1288,236,52731,-22.25,45.123,0.004,41.82,0.04,3249.1,576.6,23.5,2.1,16.69,8.01,0.15,-0.99
217.41977,3.35719,585,214,52027,-22.97,45.278,0.01,42.4,0.04,2623.5,600.4,56.4,6.7,20.36,7.9,0.2,-0.73
217.42099,17.58763,2760,639,54506,-22.75,45.229,0.002,42.35,0.02,3247.3,184.9,58.4,3.7,21.43,8.06,0.05,-0.94
217.42946,47.79062,1673,108,53462,-23.9,45.582,0.001,43.08,0.03,2321.7,76.6,135.0,11.0,48.66,7.95,0.03,-0.47
217.50821,10.22478,1709,230,53533,-22.53,45.071,0.004,42.14,0.03,2915.7,264.8,53.2,4.1,16.71,7.89,0.08,-0.92
217.66377,49.59415,1046,170,52460,-23.02,45.395,0.001,42.41,0.01,2467.0,65.4,44.7,0.89,25.75,7.91,0.02,-0.61
217.74181,15.76547,2761,250,54534,-22.57,44.982,0.002,42.25,0.01,3083.8,94.0,85.4,3.3,24.96,7.9,0.03,-1.01
217.82271,49.44173,1046,125,52460,-22.98,45.218,0.008,42.52,0.05,2358.6,190.0,86.9,11.0,18.89,7.78,0.07,-0.66
217.84801,39.41706,1349,185,52797,-22.57,45.067,0.003,42.15,0.03,6630.9,591.4,57.3,4.2,21.94,8.6,0.08,-1.64
217.87337,29.28659,2133,43,53917,-23.39,45.464,0.002,42.63,0.03,3858.2,322.4,63.6,4.3,29.79,8.33,0.07,-0.97
217.89716,48.22288,1673,598,53462,-22.46,45.126,0.004,41.93,0.05,2918.1,309.0,28.7,4.5,18.69,7.92,0.09,-0.89
218.11798,63.17516,499,9,51988,-23.21,45.425,0.002,42.44,0.05,2523.2,298.3,45.7,4.5,36.81,7.94,0.1,-0.62
218.23932,5.23159,585,607,52027,-22.52,45.053,0.009,42.2,0.03,10173.5,648.9,64.7,5.8,16.14,8.97,0.06,-2.02
218.4509,1.49378,536,308,52024,-22.64,45.11,0.004,41.95,0.05,6946.6,409.7,32.0,3.6,15.98,8.67,0.05,-1.66
218.577,49.21016,1046,54,52460,-22.76,45.155,0.007,42.27,0.05,13396.9,823.2,63.5,7.0,15.83,9.26,0.05,-2.2
218.59572,32.67818,1841,116,53491,-23.0,45.137,0.003,42.0,0.04,15830.9,937.8,34.4,3.5,17.14,9.39,0.05,-2.36
218.73048,57.39585,790,145,52441,-23.08,45.107,0.002,42.27,0.02,8870.9,646.6,66.7,3.0,23.32,8.88,0.06,-1.87
218.79291,49.80542,1047,355,52733,-22.65,44.94,0.003,42.13,0.01,7380.1,1126.2,72.7,2.8,19.74,8.63,0.13,-1.79
218.82355,18.93209,2774,38,54534,-23.26,45.358,0.005,42.6,0.02,5100.9,355.7,76.8,4.4,20.89,8.52,0.06,-1.26
219.00648,4.80215,586,416,52023,-22.3,44.988,0.004,41.79,0.03,2070.2,151.5,30.0,2.6,15.83,7.55,0.06,-0.67
219.10869,31.55173,1842,291,53501,-22.8,45.169,0.007,42.16,0.05,8719.2,916.5,45.3,5.8,17.42,8.89,0.09,-1.82
219.21461,34.60067,1645,109,53172,-22.73,45.155,0.005,42.12,0.05,7102.3,728.7,42.9,5.0,16.09,8.71,0.09,-1.65
219.25626,26.67199,2137,99,54206,-22.98,45.339,0.004,42.59,0.04,9502.8,319.6,80.3,7.5,24.61,9.05,0.03,-1.81
219.31303,54.87883,1162,141,52668,-22.63,45.084,0.004,42.25,0.02,2087.2,92.0,63.4,2.9,20.19,7.61,0.04,-0.62
219.37694,7.85777,1813,302,53903,-22.7,45.175,0.011,42.34,0.04,5253.4,486.2,66.5,6.0,21.12,8.46,0.08,-1.38
219.44949,28.50541,2137,441,54206,-22.75,45.104,0.009,42.33,0.03,3358.7,140.7,74.8,5.9,18.24,8.03,0.04,-1.03
219.57004,7.5981,1813,285,53903,-22.85,45.255,0.003,42.5,0.01,5066.3,259.3,75.3,2.5,29.47,8.46,0.04,-1.31
219.58603,41.94636,1396,175,53112,-23.16,45.464,0.017,42.45,0.05,2394.8,308.1,45.5,5.8,23.56,7.92,0.11,-0.55
219.62598,35.65449,1645,618,53172,-22.61,45.205,0.005,42.44,0.02,7998.1,772.5,76.7,3.9,18.58,8.84,0.08,-1.73
219.6385,10.33574,1711,436,53535,-22.36,45.177,0.003,42.28,0.01,2029.6,59.8,53.5,1.4,22.37,7.63,0.03,-0.55
219.70346,28.59892,2137,533,54206,-22.47,44.951,0.002,41.94,0.03,6789.6,641.8,45.4,3.6,15.59,8.57,0.08,-1.72
219.83047,55.22166,1162,483,52668,-22.68,45.149,0.003,42.46,0.02,6123.7,160.8,87.8,4.8,21.69,8.58,0.02,-1.53
219.91783,3.09129,586,89,52023,-23.18,45.354,0.002,42.19,0.04,1281.1,490.1,29.9,2.0,21.82,7.32,0.33,-0.07
220.05313,61.94252,607,625,52368,-24.26,45.788,0.001,42.95,0.0,1512.7,32.7,62.9,0.85,44.68,7.68,0.02,0.01
220.06677,20.35394,2789,231,54555,-22.36,44.948,0.004,42.11,0.02,5923.8,248.2,64.5,3.0,17.0,8.45,0.04,-1.6
220.11891,63.51298,2947,473,54533,-22.9,45.109,0.004,42.2,0.02,8071.8,309.5,55.7,2.8,23.05,8.8,0.03,-1.79
220.15971,8.67642,1813,471,53903,-22.73,45.153,0.003,42.37,0.02,4739.6,104.0,73.2,3.3,23.78,8.35,0.02,-1.3
220.24098,54.97278,1162,73,52668,-22.35,45.064,0.002,41.37,0.15,2255.2,4390.1,9.6,3.7,15.49,7.67,1.69,-0.7
220.5118,43.6191,1289,184,52734,-23.69,45.686,0.0,43.02,0.02,3203.5,420.4,90.6,4.0,38.23,8.28,0.11,-0.7
220.53207,38.7365,1350,193,52786,-22.6,45.083,0.007,42.28,0.03,4216.8,96.0,69.3,5.8,30.48,8.22,0.02,-1.24
220.67,5.40646,1829,249,53494,-22.58,44.915,0.002,42.05,0.02,1990.4,332.2,64.9,3.2,31.46,7.48,0.14,-0.67
220.7408,44.71711,1289,449,52734,-22.98,45.178,0.005,42.36,0.03,7632.7,279.9,71.8,5.3,18.84,8.78,0.03,-1.7
220.7608,40.75698,1397,316,53119,-24.12,45.604,0.002,42.76,0.04,2101.5,295.7,61.8,5.7,37.41,7.87,0.12,-0.37
220.76402,26.05829,2142,292,54208,-22.6,45.153,0.006,42.11,0.05,4657.1,348.2,39.3,5.1,17.19,8.34,0.06,-1.29
220.838,19.06447,2776,495,54554,-23.02,45.241,0.01,42.35,0.02,7800.5,570.7,58.3,5.1,17.65,8.83,0.06,-1.69
220.96365,37.87732,1350,247,52786,-23.26,45.354,0.004,42.5,0.02,4758.3,203.3,62.5,3.7,21.48,8.46,0.04,-1.21
220.99896,1.49897,536,30,52024,-23.0,45.323,0.004,42.66,0.02,1997.2,291.9,96.7,5.9,22.55,7.69,0.13,-0.47
221.06111,6.55188,1829,464,53494,-23.72,45.444,0.001,42.87,0.01,3897.2,127.5,116.4,2.8,34.53,8.33,0.03,-0.99
221.1947,59.17985,608,168,52081,-22.8,45.202,0.004,42.05,0.03,2215.8,245.8,30.7,2.1,20.31,7.72,0.1,-0.62
221.2076,14.85081,2748,628,54234,-22.61,45.121,0.005,42.43,0.04,5437.3,249.5,91.0,10.0,16.78,8.46,0.04,-1.44
221.28929,15.48982,2763,244,54507,-22.98,45.091,0.005,42.22,0.03,6482.6,227.3,62.5,5.0,16.61,8.6,0.03,-1.61
221.29224,30.83252,1842,67,53501,-23.74,45.532,0.002,42.94,0.02,4948.2,149.7,111.9,5.5,30.59,8.58,0.03,-1.15
221.35516,21.75313,2144,287,53770,-22.79,45.083,0.005,42.28,0.02,3255.9,141.2,71.4,4.2,15.63,7.99,0.04,-1.01
221.35768,38.14327,1350,204,52786,-22.77,45.154,0.005,42.29,0.05,4686.3,482.3,61.3,6.9,16.32,8.35,0.09,-1.29
221.3734,36.77078,1383,321,53116,-22.72,45.138,0.01,42.36,0.02,3623.5,134.1,72.3,4.3,17.88,8.11,0.03,-1.08
221.39476,46.64323,1675,428,53466,-22.63,45.065,0.006,42.31,0.04,1508.9,198.6,79.2,8.5,15.3,7.32,0.11,-0.35
221.50357,22.55161,2144,263,53770,-22.99,45.245,0.005,42.15,0.05,3904.8,478.8,36.0,4.3,15.76,8.23,0.11,-1.09
221.57536,41.33418,1397,399,53119,-23.01,45.226,0.004,42.49,0.03,5259.5,280.7,84.6,5.7,23.73,8.48,0.05,-1.36
221.69142,40.58494,1397,190,53119,-25.07,46.118,0.002,43.38,0.01,2844.5,79.7,76.7,2.1,50.33,8.39,0.02,-0.38
221.76196,27.62964,2142,499,54208,-22.66,45.024,0.001,42.21,0.02,11380.7,2891.6,67.1,2.8,17.18,9.05,0.22,-2.13
221.94594,0.92169,308,523,51662,-22.9,45.206,0.004,42.15,0.03,4130.2,194.9,40.4,3.2,17.92,8.26,0.04,-1.16
221.95332,62.74578,609,435,52339,-22.47,45.028,0.006,41.98,0.04,3084.9,235.8,41.2,4.1,15.52,7.92,0.07,-0.99
222.10457,35.99629,1383,476,53116,-22.34,45.059,0.007,42.13,0.1,1811.7,773.9,51.3,9.3,36.44,7.47,0.37,-0.51
222.18289,25.52132,2143,446,54184,-23.09,45.261,0.004,42.36,0.03,2359.0,336.6,55.8,3.6,21.4,7.8,0.12,-0.64
222.21992,3.9663,588,354,52045,-22.75,45.1,0.007,42.29,0.03,3544.2,229.4,70.9,5.3,15.64,8.08,0.06,-1.08
222.3658,45.7561,1675,62,53466,-22.98,45.278,0.006,41.7,0.07,4671.2,998.7,12.0,2.1,15.32,8.4,0.19,-1.23
222.37704,-0.79621,308,43,51662,-23.53,45.393,0.004,42.34,0.02,7204.4,381.7,39.8,2.5,29.27,8.84,0.05,-1.55
222.44037,42.37867,1290,264,52734,-22.81,45.19,0.005,42.36,0.03,2303.3,249.7,66.6,5.9,16.39,7.75,0.09,-0.66
222.52139,46.58926,1675,506,53466,-23.82,45.577,0.001,42.84,0.01,3802.4,338.8,78.2,1.6,29.2,8.38,0.08,-0.9
222.61105,58.66248,608,1,52081,-22.44,45.125,0.003,41.93,0.04,4306.4,4308.9,30.1,3.0,16.49,8.26,0.87,-1.23
222.64603,32.68591,1647,225,53531,-22.45,44.987,0.007,42.21,0.02,5976.4,251.3,74.8,5.3,15.69,8.47,0.04,-1.59
222.70886,12.84332,1714,408,53521,-22.77,45.183,0.003,41.79,0.06,1643.2,266.5,18.0,2.7,17.12,7.45,0.14,-0.37
222.78651,27.15748,2142,637,54208,-22.49,45.267,0.002,42.12,0.02,1303.1,54.2,31.0,1.7,50.83,7.29,0.04,-0.12
222.8764,27.33852,2142,621,54208,-22.48,45.013,0.006,42.03,0.03,7508.3,452.0,48.1,4.0,15.58,8.68,0.05,-1.77
222.92848,61.12996,608,569,52081,-23.51,45.23,0.003,42.47,0.04,2909.9,254.2,78.2,6.3,21.55,7.97,0.08,-0.84
222.96474,59.23336,608,65,52081,-22.99,45.288,0.004,42.44,0.04,2432.1,477.9,63.0,5.2,22.43,7.84,0.17,-0.65
223.15788,44.99229,1676,255,53147,-22.81,45.134,0.006,42.05,0.05,3338.0,189.5,35.9,5.4,17.62,8.04,0.05,-1.01
223.20541,7.41027,1814,125,54555,-22.79,45.123,0.006,42.3,0.04,3268.1,233.8,66.2,7.6,23.43,8.02,0.06,-0.99
223.2818,38.05546,1351,424,52790,-23.13,45.257,0.004,42.33,0.13,1446.5,941.2,51.7,12.0,17.29,7.38,0.57,-0.22
223.33969,12.94075,2750,86,54242,-22.68,45.19,0.001,42.41,0.02,2590.2,290.3,72.7,3.1,19.2,7.85,0.1,-0.76
223.38113,26.82966,2145,467,54212,-23.83,45.326,0.007,42.66,0.01,15309.0,2331.0,99.9,4.4,24.35,9.46,0.13,-2.23
223.44043,34.55563,1384,291,53121,-23.0,45.193,0.007,42.47,0.04,3717.0,664.3,84.7,8.7,20.38,8.16,0.16,-1.07
223.49887,9.26205,1713,19,53827,-22.85,45.192,0.005,42.33,0.05,3612.2,552.1,62.6,7.4,17.19,8.14,0.13,-1.05
223.63936,61.28397,611,341,52055,-22.77,45.168,0.009,42.31,0.02,2228.0,132.3,60.2,3.7,18.0,7.71,0.05,-0.64
223.64311,8.0602,1814,573,54555,-23.2,45.296,0.001,42.2,0.03,2776.7,667.6,36.8,2.8,42.03,7.96,0.21,-0.77
224.03596,38.01072,1351,492,52790,-23.57,45.51,0.006,42.73,0.07,8124.8,393.2,71.2,15.0,27.29,9.0,0.04,-1.59
224.03606,27.83577,2146,204,54230,-23.78,45.637,0.015,42.79,0.08,2258.5,306.2,59.7,16.0,31.27,7.95,0.12,-0.42
224.04491,52.87834,1164,239,52674,-22.45,44.987,0.007,42.14,0.03,3424.4,235.6,65.5,5.7,15.01,7.99,0.06,-1.1
224.10002,42.30006,1290,136,52734,-22.39,45.006,0.007,42.07,0.03,2355.7,135.9,50.9,4.8,15.74,7.67,0.05,-0.77
224.149,31.88417,1843,565,53816,-22.66,45.027,0.009,42.21,0.11,2689.6,1192.4,70.9,15.0,23.16,7.8,0.39,-0.87
224.33865,26.18867,2145,76,54212,-22.56,45.12,0.003,42.13,0.03,6328.2,465.9,46.6,3.2,19.68,8.59,0.06,-1.57
224.5726,45.92082,1676,518,53147,-23.92,45.605,0.006,42.75,0.04,2664.8,387.0,59.5,6.2,28.34,8.08,0.13,-0.58
224.57652,48.67596,1048,589,52736,-22.84,45.098,0.003,42.48,0.02,2261.3,89.1,105.9,3.9,20.39,7.68,0.03,-0.69
224.60194,36.5221,1351,88,52790,-23.9,45.674,0.013,42.63,0.05,2244.7,200.6,38.8,4.8,32.51,7.97,0.08,-0.39
224.66841,19.87184,2791,520,54556,-23.13,45.124,0.017,42.39,0.04,2310.5,491.6,81.2,7.7,21.06,7.72,0.18,-0.69
224.7072,19.17597,2778,572,54539,-22.6,45.093,0.008,42.25,0.02,4367.3,273.9,64.4,4.7,16.19,8.25,0.05,-1.26
224.74715,53.58658,1164,422,52674,-22.65,45.132,0.005,42.19,0.03,5837.0,573.5,52.3,3.8,15.6,8.53,0.09,-1.49
224.8008,37.47339,1351,103,52790,-22.73,45.115,0.004,42.19,0.02,6525.4,303.9,55.7,3.3,17.48,8.61,0.04,-1.6
224.8786,53.38797,1164,480,52674,-22.86,45.166,0.005,42.39,0.02,3396.1,558.2,76.3,3.7,18.0,8.07,0.14,-1.01
225.31026,39.65771,1398,482,53146,-22.94,45.235,0.003,42.11,0.02,2461.0,268.7,32.6,1.8,23.32,7.83,0.09,-0.69
225.49626,30.88352,1844,446,54138,-22.32,44.866,0.004,42.1,0.01,5365.6,180.3,78.7,3.4,19.16,8.32,0.03,-1.55
225.51709,6.75446,1831,501,54557,-24.56,45.9,0.001,43.1,0.01,1569.3,173.9,67.3,1.6,39.52,7.77,0.1,0.03
225.69687,60.40243,611,201,52055,-22.84,45.171,0.004,42.36,0.04,3081.2,182.5,67.5,5.9,18.77,7.99,0.05,-0.92
225.72551,7.69882,1815,156,53884,-22.81,45.179,0.004,42.37,0.02,3111.2,142.2,70.5,3.4,19.86,8.0,0.04,-0.92
226.03528,14.52314,2751,575,54243,-22.66,45.173,0.002,42.07,0.01,1886.1,105.8,35.9,1.1,38.38,7.56,0.05,-0.49
226.08711,1.8665,539,552,52017,-22.53,45.136,0.002,41.2,0.11,2542.8,2852.8,5.5,1.4,24.01,7.81,0.97,-0.77
226.54376,2.28056,539,586,52017,-23.43,45.249,0.001,42.47,0.01,3265.3,98.2,72.5,1.5,47.45,8.08,0.03,-0.93
226.61018,3.11664,589,41,52055,-22.3,44.97,0.002,42.1,0.02,2213.7,306.2,62.4,3.0,19.59,7.6,0.12,-0.73
226.81383,8.30918,1816,420,53919,-22.45,45.02,0.002,42.22,0.09,1816.3,1296.9,70.8,14.0,24.32,7.46,0.62,-0.54
226.84193,51.33102,1165,240,52703,-23.2,45.263,0.006,42.37,0.05,14341.1,1008.1,58.2,6.3,17.8,9.37,0.06,-2.21
227.30362,53.47321,793,127,52370,-22.39,45.028,0.005,41.75,0.05,4162.3,2514.2,24.6,3.0,17.23,8.18,0.52,-1.25
227.30748,17.95278,2792,89,54556,-23.39,45.357,0.002,42.49,0.02,2330.9,40.9,61.5,3.0,31.31,7.84,0.02,-0.58
227.46747,11.17974,1718,490,53850,-23.26,45.352,0.003,42.52,0.01,4691.2,169.9,64.4,1.9,25.1,8.45,0.03,-1.19
227.50128,17.13265,2780,275,54557,-22.62,45.022,0.005,42.16,0.03,4681.8,321.5,63.8,4.7,15.52,8.28,0.06,-1.36
227.58855,-2.06743,922,40,52426,-23.13,45.278,0.006,42.44,0.03,6142.2,2186.1,69.1,5.7,16.53,8.64,0.31,-1.46
227.75792,52.06391,1165,486,52703,-22.77,45.149,0.003,42.11,0.06,2149.0,718.4,41.4,4.9,18.76,7.67,0.29,-0.62
227.76669,3.25809,590,176,52057,-22.78,45.248,0.002,42.52,0.02,4000.5,573.3,82.3,4.4,26.45,8.25,0.12,-1.11
227.7914,42.57627,1677,88,53148,-22.5,45.07,0.006,42.0,0.07,4654.8,1719.7,40.4,7.2,15.46,8.3,0.32,-1.33
227.88055,50.37194,1165,202,52703,-22.6,45.097,0.003,41.73,0.03,2028.9,329.8,19.4,1.4,15.63,7.59,0.14,-0.59
227.88557,10.16477,1718,79,53850,-24.02,45.708,0.002,42.87,0.02,4906.3,75.4,65.9,2.4,35.37,8.66,0.01,-1.05
228.15442,1.47912,540,68,51996,-23.39,45.328,0.004,42.57,0.02,5151.5,165.2,79.7,5.2,21.58,8.51,0.03,-1.29
228.32585,1.16461,312,330,51689,-22.84,45.113,0.003,42.47,0.02,3232.2,164.0,102.3,4.4,18.37,8.0,0.04,-0.99
228.35796,46.90223,1050,458,52721,-23.88,45.567,0.002,42.83,0.01,3216.3,115.4,82.8,2.0,37.87,8.23,0.03,-0.76
228.4045,20.19267,2156,193,54525,-23.25,45.484,0.004,42.52,0.02,9034.0,387.3,47.7,2.0,31.57,9.08,0.04,-1.7
228.43057,46.26311,1050,500,52721,-22.6,45.102,0.002,42.13,0.09,1353.6,758.6,47.3,7.7,20.05,7.24,0.49,-0.24
228.46458,26.39949,2157,195,54242,-23.68,45.248,0.014,42.5,0.03,2031.3,70.8,80.1,9.0,24.75,7.67,0.03,-0.52
228.55244,-0.05328,311,26,51665,-22.55,45.007,0.005,42.08,0.02,3820.6,265.0,54.5,2.5,15.77,8.09,0.06,-1.19
228.58553,42.74594,1677,15,53148,-22.27,44.939,0.003,41.82,0.02,5103.6,207.7,34.7,2.2,21.51,8.31,0.04,-1.47
228.72195,5.61024,1834,341,54562,-22.33,44.954,0.004,41.76,0.07,15509.4,6612.7,31.4,6.0,19.25,9.29,0.37,-2.43
228.78096,6.95232,1818,268,54539,-23.41,45.337,0.005,42.57,0.03,3133.5,131.7,73.5,5.9,16.84,8.09,0.04,-0.85
228.99066,30.39921,1649,208,53149,-22.75,45.101,0.007,42.4,0.02,2204.1,101.5,86.7,5.4,16.39,7.66,0.04,-0.66
229.00163,57.40437,612,519,52079,-22.83,45.237,0.004,41.87,0.05,4444.0,1110.2,19.7,2.5,20.48,8.34,0.22,-1.2
229.20442,49.50253,1330,568,52822,-22.81,45.107,0.004,41.96,0.04,4384.4,615.5,33.4,3.3,17.3,8.26,0.12,-1.26
229.36864,28.93783,1845,39,54144,-22.58,45.088,0.003,42.23,0.03,2519.4,643.6,62.7,4.1,20.87,7.77,0.22,-0.79
229.4323,7.02268,1817,35,53851,-23.2,45.329,0.002,42.34,0.02,1504.0,119.8,44.9,1.3,25.2,7.45,0.07,-0.22
229.78055,52.10167,1165,629,52703,-22.29,44.951,0.001,40.68,0.44,3852.2,1528.1,2.5,1.5,18.86,8.07,0.34,-1.22
229.84021,59.13999,613,99,52345,-22.55,44.931,0.001,42.24,0.01,2667.8,261.5,91.1,2.9,48.73,7.74,0.09,-0.91
229.85664,44.13216,1051,265,52468,-22.85,45.183,0.004,42.41,0.02,1521.7,43.8,73.7,3.7,19.87,7.38,0.03,-0.3
229.9006,28.64101,1846,426,54173,-24.14,45.696,0.001,42.62,0.01,1744.9,76.6,36.5,0.72,34.91,7.76,0.04,-0.16
230.0343,46.27093,1050,584,52721,-22.27,44.932,0.004,42.08,0.03,6397.0,504.7,63.3,4.1,19.25,8.5,0.07,-1.67
230.3094,22.46219,2158,114,54209,-23.56,45.37,0.002,42.73,0.01,2478.5,189.4,101.3,2.4,48.74,7.9,0.07,-0.63
230.37639,27.73891,1846,125,54173,-22.76,45.082,0.007,42.34,0.02,2200.8,291.0,78.2,4.1,18.61,7.65,0.11,-0.67
230.40128,24.4816,2160,243,53885,-23.2,45.341,0.011,42.52,0.05,2578.1,84.2,64.9,10.0,33.48,7.92,0.03,-0.68
230.41528,3.6248,592,376,52025,-22.94,45.19,0.001,42.55,0.02,5315.2,884.2,101.8,3.6,47.29,8.47,0.14,-1.38
230.47418,59.67225,613,152,52345,-23.64,45.472,0.002,42.78,0.02,3717.6,769.1,87.2,3.7,33.17,8.3,0.18,-0.93
230.5157,0.1912,312,639,51689,-22.8,45.23,0.004,42.23,0.02,3932.1,194.5,44.8,2.5,15.51,8.23,0.04,-1.1
230.52112,1.44072,2953,240,54560,-22.82,45.218,0.004,41.37,0.14,7059.2,1601.1,6.7,2.1,35.7,8.73,0.2,-1.62
230.82791,30.80721,1651,373,53442,-22.99,45.213,0.005,42.13,0.06,3458.8,832.5,36.4,6.1,22.64,8.11,0.21,-1.0
231.0804,27.95578,1846,28,54173,-23.33,45.423,0.005,42.56,0.02,9345.2,348.3,60.6,3.4,24.76,9.08,0.03,-1.76
231.09229,26.70657,2160,444,53885,-22.72,44.989,0.005,42.19,0.04,4363.7,503.4,73.2,6.8,17.34,8.2,0.1,-1.31
231.11946,30.54376,1650,545,53174,-24.56,45.891,0.001,43.14,0.01,2572.5,106.9,76.1,1.9,40.15,8.19,0.04,-0.4
231.12225,35.25613,1354,466,52814,-22.6,45.143,0.005,41.8,0.05,1559.7,243.2,21.0,2.7,15.44,7.38,0.14,-0.34
231.14195,49.18947,1166,202,52751,-22.43,44.861,0.004,42.02,0.02,6731.1,181.5,69.1,4.4,21.01,8.51,0.02,-1.75
